game_detail,date,opening_total_line,opening_result,closing_total_line,closing_result,game_total,game_id
DET 19 @ DAL 35,2010-11-21,46.0,over,47.5,over,54,2010_11_DET_DAL
GB 31 @ MIN 3,2010-11-21,43.5,under,45.0,under,34,2010_11_GB_MIN
BUF 49 @ CIN 31,2010-11-21,43.5,over,41.0,over,80,2010_11_BUF_CIN
CLE 20 @ JAC 24,2010-11-21,42.0,over,43.0,over,44,2010_11_CLE_JAX
ARI 13 @ KC 31,2010-11-21,42.0,over,45.0,under,44,2010_11_ARI_KC
SEA 19 @ NO 34,2010-11-21,44.0,over,44.5,over,53,2010_11_SEA_NO
ATL 34 @ STL 17,2010-11-21,43.0,over,43.0,over,51,2010_11_ATL_STL
TB 21 @ SF 0,2010-11-21,40.5,under,41.0,under,21,2010_11_TB_SF
IND 28 @ NE 31,2010-11-21,50.5,over,49.5,over,59,2010_11_IND_NE
NYG 17 @ PHI 27,2010-11-21,48.0,under,47.5,under,44,2010_11_NYG_PHI
DEN 14 @ SD 35,2010-11-22,48.0,over,50.0,under,49,2010_11_DEN_SD
MIA 24 @ CAR 17,2009-11-19,43.5,under,42.0,under,41,2009_11_MIA_CAR
CLE 37 @ DET 38,2009-11-22,38.5,over,37.5,over,75,2009_11_CLE_DET
BUF 15 @ JAC 18,2009-11-22,42.5,under,41.0,under,33,2009_11_BUF_JAX
PIT 24 @ KC 27,2009-11-22,38.5,over,39.5,over,51,2009_11_PIT_KC
IND 17 @ BAL 15,2009-11-22,44.5,under,44.0,under,32,2009_11_IND_BAL
ATL 31 @ NYG 34,2009-11-22,46.5,over,46.0,over,65,2009_11_ATL_NYG
SF 24 @ GB 30,2009-11-22,42.5,over,42.0,over,54,2009_11_SF_GB
SEA 9 @ MIN 35,2009-11-22,46.5,under,47.0,under,44,2009_11_SEA_MIN
WAS 6 @ DAL 7,2009-11-22,41.5,under,41.5,under,13,2009_11_WAS_DAL
NO 38 @ TB 7,2009-11-22,51.0,under,51.0,under,45,2009_11_NO_TB
ARI 21 @ STL 13,2009-11-22,46.0,under,46.5,under,34,2009_11_ARI_STL
NYJ 14 @ NE 31,2009-11-22,45.0,push,45.0,push,45,2009_11_NYJ_NE
CIN 17 @ OAK 20,2009-11-22,35.5,over,36.0,over,37,2009_11_CIN_OAK
SD 32 @ DEN 3,2009-11-22,43.0,under,41.5,under,35,2009_11_SD_DEN
PHI 24 @ CHI 20,2009-11-22,45.0,under,46.5,under,44,2009_11_PHI_CHI
TEN 20 @ HOU 17,2009-11-23,48.0,under,48.0,under,37,2009_11_TEN_HOU
NYJ 34 @ NE 31,2008-11-13,40.0,over,40.5,over,65,2008_11_NYJ_NE
DEN 24 @ ATL 20,2008-11-16,50.0,under,51.5,under,44,2008_11_DEN_ATL
OAK 15 @ MIA 17,2008-11-16,38.5,under,38.0,under,32,2008_11_OAK_MIA
BAL 10 @ NYG 30,2008-11-16,42.0,under,39.0,over,40,2008_11_BAL_NYG
HOU 27 @ IND 33,2008-11-16,49.0,over,50.5,over,60,2008_11_HOU_IND
CHI 3 @ GB 37,2008-11-16,44.0,under,43.0,under,40,2008_11_CHI_GB
PHI 13 @ CIN 13,2008-11-16,43.0,under,41.0,under,26,2008_11_PHI_CIN
NO 30 @ KC 20,2008-11-16,47.5,over,51.0,under,50,2008_11_NO_KC
DET 22 @ CAR 31,2008-11-16,38.5,over,40.5,over,53,2008_11_DET_CAR
MIN 13 @ TB 19,2008-11-16,39.5,under,39.5,under,32,2008_11_MIN_TB
STL 16 @ SF 35,2008-11-16,44.5,over,43.5,over,51,2008_11_STL_SF
ARI 26 @ SEA 20,2008-11-16,48.5,under,47.5,under,46,2008_11_ARI_SEA
TEN 24 @ JAC 14,2008-11-16,38.5,under,39.5,under,38,2008_11_TEN_JAX
SD 10 @ PIT 11,2008-11-16,43.0,under,40.5,under,21,2008_11_SD_PIT
DAL 14 @ WAS 10,2008-11-16,45.0,under,42.5,under,24,2008_11_DAL_WAS
CLE 29 @ BUF 27,2008-11-17,43.0,over,40.5,over,56,2008_11_CLE_BUF
SD 17 @ JAC 24,2007-11-18,40.5,over,40.5,over,41,2007_11_SD_JAX
KC 10 @ IND 13,2007-11-18,44.5,under,41.5,under,23,2007_11_KC_IND
OAK 22 @ MIN 29,2007-11-18,36.5,over,35.0,over,51,2007_11_OAK_MIN
CLE 33 @ BAL 30,2007-11-18,43.5,over,43.5,over,63,2007_11_CLE_BAL
TB 31 @ ATL 7,2007-11-18,35.5,over,35.5,over,38,2007_11_TB_ATL
ARI 35 @ CIN 27,2007-11-18,48.0,over,48.5,over,62,2007_11_ARI_CIN
MIA 7 @ PHI 17,2007-11-18,46.5,under,40.5,under,24,2007_11_MIA_PHI
CAR 17 @ GB 31,2007-11-18,37.5,over,37.0,over,48,2007_11_CAR_GB
NYG 16 @ DET 10,2007-11-18,50.0,under,47.5,under,26,2007_11_NYG_DET
NO 10 @ HOU 23,2007-11-18,47.0,under,50.0,under,33,2007_11_NO_HOU
PIT 16 @ NYJ 19,2007-11-18,40.5,under,40.0,under,35,2007_11_PIT_NYJ
WAS 23 @ DAL 28,2007-11-18,47.0,over,46.5,over,51,2007_11_WAS_DAL
STL 13 @ SF 9,2007-11-18,40.5,under,39.0,under,22,2007_11_STL_SF
CHI 23 @ SEA 30,2007-11-18,37.5,over,38.0,over,53,2007_11_CHI_SEA
NE 56 @ BUF 10,2007-11-18,46.5,over,46.0,over,66,2007_11_NE_BUF
TEN 20 @ DEN 34,2007-11-19,38.0,over,38.0,over,54,2007_11_TEN_DEN
IND 17 @ HOU 20,2019-11-21,46.5,under,46.0,under,37,2019_12_IND_HOU
CAR 31 @ NO 34,2019-11-24,48.0,over,46.0,over,65,2019_12_CAR_NO
DEN 3 @ BUF 20,2019-11-24,36.5,under,37.0,under,23,2019_12_DEN_BUF
DET 16 @ WAS 19,2019-11-24,41.5,under,39.0,under,35,2019_12_DET_WAS
MIA 24 @ CLE 41,2019-11-24,44.5,over,45.5,over,65,2019_12_MIA_CLE
NYG 14 @ CHI 19,2019-11-24,40.5,under,41.0,under,33,2019_12_NYG_CHI
OAK 3 @ NYJ 34,2019-11-24,47.0,under,45.0,under,37,2019_12_OAK_NYJ
PIT 16 @ CIN 10,2019-11-24,39.5,under,37.5,under,26,2019_12_PIT_CIN
TB 35 @ ATL 22,2019-11-24,54.0,over,51.5,over,57,2019_12_TB_ATL
JAC 20 @ TEN 42,2019-11-24,41.5,over,42.0,over,62,2019_12_JAX_TEN
DAL 9 @ NE 13,2019-11-24,46.0,under,44.5,under,22,2019_12_DAL_NE
GB 8 @ SF 37,2019-11-24,45.5,under,48.0,under,45,2019_12_GB_SF
SEA 17 @ PHI 9,2019-11-24,49.0,under,45.5,under,26,2019_12_SEA_PHI
BAL 45 @ LAR 6,2019-11-25,46.5,over,47.0,over,51,2019_12_BAL_LA
CHI 23 @ DET 16,2018-11-22,46.0,under,43.0,under,39,2018_12_CHI_DET
WAS 23 @ DAL 31,2018-11-22,41.0,over,40.0,over,54,2018_12_WAS_DAL
ATL 17 @ NO 31,2018-11-22,59.0,under,61.0,under,48,2018_12_ATL_NO
CLE 35 @ CIN 20,2018-11-25,47.5,over,46.5,over,55,2018_12_CLE_CIN
JAC 21 @ BUF 24,2018-11-25,38.0,over,36.5,over,45,2018_12_JAX_BUF
MIA 24 @ IND 27,2018-11-25,50.5,over,52.5,under,51,2018_12_MIA_IND
NE 27 @ NYJ 13,2018-11-25,47.0,under,46.5,under,40,2018_12_NE_NYJ
NYG 22 @ PHI 25,2018-11-25,46.5,over,49.0,under,47,2018_12_NYG_PHI
OAK 17 @ BAL 34,2018-11-25,42.5,over,42.0,over,51,2018_12_OAK_BAL
SEA 30 @ CAR 27,2018-11-25,47.0,over,46.5,over,57,2018_12_SEA_CAR
SF 9 @ TB 27,2018-11-25,54.5,under,54.5,under,36,2018_12_SF_TB
ARI 10 @ LAC 45,2018-11-25,44.5,over,43.5,over,55,2018_12_ARI_LAC
PIT 17 @ DEN 24,2018-11-25,47.5,under,47.5,under,41,2018_12_PIT_DEN
GB 17 @ MIN 24,2018-11-25,48.0,under,48.5,under,41,2018_12_GB_MIN
TEN 17 @ HOU 34,2018-11-26,41.0,over,42.5,over,51,2018_12_TEN_HOU
MIN 30 @ DET 23,2017-11-23,44.5,over,44.5,over,53,2017_12_MIN_DET
LAC 28 @ DAL 6,2017-11-23,48.0,under,48.0,under,34,2017_12_LAC_DAL
NYG 10 @ WAS 20,2017-11-23,44.5,under,44.5,under,30,2017_12_NYG_WAS
BUF 16 @ KC 10,2017-11-26,45.0,under,47.5,under,26,2017_12_BUF_KC
MIA 17 @ NE 35,2017-11-26,47.5,over,49.0,over,52,2017_12_MIA_NE
CAR 35 @ NYJ 27,2017-11-26,39.5,over,39.5,over,62,2017_12_CAR_NYJ
CHI 3 @ PHI 31,2017-11-26,44.0,under,43.5,under,34,2017_12_CHI_PHI
TB 20 @ ATL 34,2017-11-26,49.0,over,47.0,over,54,2017_12_TB_ATL
CLE 16 @ CIN 30,2017-11-26,38.0,over,39.0,over,46,2017_12_CLE_CIN
TEN 20 @ IND 16,2017-11-26,44.0,under,46.5,under,36,2017_12_TEN_IND
NO 20 @ LAR 26,2017-11-26,54.0,under,54.0,under,46,2017_12_NO_LA
SEA 24 @ SF 13,2017-11-26,42.0,under,45.0,under,37,2017_12_SEA_SF
DEN 14 @ OAK 21,2017-11-26,43.0,under,41.0,under,35,2017_12_DEN_OAK
JAC 24 @ ARI 27,2017-11-26,38.0,over,37.5,over,51,2017_12_JAX_ARI
GB 28 @ PIT 31,2017-11-26,42.5,over,43.0,over,59,2017_12_GB_PIT
HOU 16 @ BAL 23,2017-11-27,38.0,over,39.5,under,39,2017_12_HOU_BAL
MIN 13 @ DET 16,2016-11-24,42.5,under,42.0,under,29,2016_12_MIN_DET
WAS 26 @ DAL 31,2016-11-24,48.0,over,53.0,over,57,2016_12_WAS_DAL
PIT 28 @ IND 7,2016-11-24,53.5,under,50.0,under,35,2016_12_PIT_IND
NYG 27 @ CLE 13,2016-11-27,44.5,under,47.0,under,40,2016_12_NYG_CLE
SF 24 @ MIA 31,2016-11-27,45.5,over,44.5,over,55,2016_12_SF_MIA
LA 21 @ NO 49,2016-11-27,45.5,over,46.0,over,70,2016_12_LA_NO
TEN 27 @ CHI 21,2016-11-27,44.5,over,41.5,over,48,2016_12_TEN_CHI
JAC 21 @ BUF 28,2016-11-27,46.0,over,43.5,over,49,2016_12_JAX_BUF
ARI 19 @ ATL 38,2016-11-27,50.5,over,49.0,over,57,2016_12_ARI_ATL
CIN 14 @ BAL 19,2016-11-27,41.5,under,42.0,under,33,2016_12_CIN_BAL
SD 21 @ HOU 13,2016-11-27,47.0,under,45.5,under,34,2016_12_SD_HOU
SEA 5 @ TB 14,2016-11-27,44.5,under,46.0,under,19,2016_12_SEA_TB
KC 30 @ DEN 27,2016-11-27,40.5,over,40.0,over,57,2016_12_KC_DEN
CAR 32 @ OAK 35,2016-11-27,48.0,over,48.5,over,67,2016_12_CAR_OAK
NE 22 @ NYJ 17,2016-11-27,47.0,under,48.0,under,39,2016_12_NE_NYJ
GB 27 @ PHI 13,2016-11-28,48.0,under,47.0,under,40,2016_12_GB_PHI
PHI 14 @ DET 45,2015-11-26,46.5,under,46.5,under,59,2015_12_PHI_DET
CAR 33 @ DAL 14,2015-11-26,46.0,under,44.5,under,47,2015_12_CAR_DAL
CHI 17 @ GB 13,2015-11-26,48.0,under,45.0,under,30,2015_12_CHI_GB
NO 6 @ HOU 24,2015-11-29,48.0,under,50.5,under,30,2015_12_NO_HOU
BUF 22 @ KC 30,2015-11-29,42.0,under,41.0,under,52,2015_12_BUF_KC
SD 31 @ JAC 25,2015-11-29,45.0,under,47.0,under,56,2015_12_SD_JAX
MIN 20 @ ATL 10,2015-11-29,45.0,under,45.0,under,30,2015_12_MIN_ATL
MIA 20 @ NYJ 38,2015-11-29,43.0,under,44.0,under,58,2015_12_MIA_NYJ
NYG 14 @ WAS 20,2015-11-29,46.5,under,47.5,under,34,2015_12_NYG_WAS
OAK 24 @ TEN 21,2015-11-29,45.0,under,45.0,under,45,2015_12_OAK_TEN
STL 7 @ CIN 31,2015-11-29,42.0,under,42.0,under,38,2015_12_STL_CIN
TB 12 @ IND 25,2015-11-29,46.5,under,46.5,under,37,2015_12_TB_IND
ARI 19 @ SF 13,2015-11-29,44.5,under,45.0,under,32,2015_12_ARI_SF
PIT 30 @ SEA 39,2015-11-29,44.5,under,46.5,under,69,2015_12_PIT_SEA
NE 24 @ DEN 30,2015-11-29,46.0,under,43.0,under,54,2015_12_NE_DEN
BAL 33 @ CLE 27,2015-11-30,42.0,under,41.0,under,60,2015_12_BAL_CLE
KC 20 @ OAK 24,2014-11-20,43.5,over,42.0,over,44,2014_12_KC_OAK
CLE 26 @ ATL 24,2014-11-23,46.5,over,48.5,over,50,2014_12_CLE_ATL
TEN 24 @ PHI 43,2014-11-23,48.5,over,49.0,over,67,2014_12_TEN_PHI
DET 9 @ NE 34,2014-11-23,48.0,under,47.5,under,43,2014_12_DET_NE
GB 24 @ MIN 21,2014-11-23,48.0,under,50.0,under,45,2014_12_GB_MIN
JAC 3 @ IND 23,2014-11-23,50.5,under,49.0,under,26,2014_12_JAX_IND
CIN 22 @ HOU 13,2014-11-23,43.5,under,44.5,under,35,2014_12_CIN_HOU
TB 13 @ CHI 21,2014-11-23,46.5,under,47.0,under,34,2014_12_TB_CHI
ARI 3 @ SEA 19,2014-11-23,43.0,under,42.0,under,22,2014_12_ARI_SEA
STL 24 @ SD 27,2014-11-23,44.5,over,43.5,over,51,2014_12_STL_SD
MIA 36 @ DEN 39,2014-11-23,50.0,over,47.5,over,75,2014_12_MIA_DEN
WAS 13 @ SF 17,2014-11-23,44.0,under,44.0,under,30,2014_12_WAS_SF
DAL 31 @ NYG 28,2014-11-23,47.0,over,48.5,over,59,2014_12_DAL_NYG
NYJ 3 @ BUF 38,2014-11-23,39.5,over,42.0,under,41,2014_12_NYJ_BUF
BAL 34 @ NO 27,2014-11-24,49.5,over,50.5,over,61,2014_12_BAL_NO
NO 17 @ ATL 13,2013-11-21,53.0,under,52.5,under,30,2013_12_NO_ATL
PIT 27 @ CLE 11,2013-11-24,41.0,under,40.0,under,38,2013_12_PIT_CLE
TB 24 @ DET 21,2013-11-24,48.5,under,48.5,under,45,2013_12_TB_DET
MIN 26 @ GB 26,2013-11-24,45.0,over,44.5,over,52,2013_12_MIN_GB
JAC 13 @ HOU 6,2013-11-24,43.0,under,44.0,under,19,2013_12_JAX_HOU
NYJ 3 @ BAL 19,2013-11-24,40.0,under,38.0,under,22,2013_12_NYJ_BAL
SD 41 @ KC 38,2013-11-24,41.5,over,43.0,over,79,2013_12_SD_KC
CHI 21 @ STL 42,2013-11-24,41.5,over,43.0,over,63,2013_12_CHI_STL
CAR 20 @ MIA 16,2013-11-24,45.0,under,46.0,under,36,2013_12_CAR_MIA
IND 11 @ ARI 40,2013-11-24,44.0,over,44.5,over,51,2013_12_IND_ARI
TEN 23 @ OAK 19,2013-11-24,41.5,over,42.0,push,42,2013_12_TEN_OAK
DAL 24 @ NYG 21,2013-11-24,46.5,under,44.5,over,45,2013_12_DAL_NYG
DEN 31 @ NE 34,2013-11-24,57.0,over,54.0,over,65,2013_12_DEN_NE
SF 6 @ WAS 27,2013-11-25,49.0,under,45.5,under,33,2013_12_SF_WAS
HOU 34 @ DET 31,2012-11-22,49.0,over,48.5,over,65,2012_12_HOU_DET
WAS 38 @ DAL 31,2012-11-22,46.0,over,47.0,over,69,2012_12_WAS_DAL
NE 49 @ NYJ 19,2012-11-22,51.0,over,48.0,over,68,2012_12_NE_NYJ
BUF 13 @ IND 20,2012-11-25,52.5,under,51.0,under,33,2012_12_BUF_IND
PIT 14 @ CLE 20,2012-11-25,34.0,push,33.0,over,34,2012_12_PIT_CLE
OAK 10 @ CIN 34,2012-11-25,49.0,under,50.5,under,44,2012_12_OAK_CIN
MIN 10 @ CHI 28,2012-11-25,38.5,under,38.5,under,38,2012_12_MIN_CHI
TEN 19 @ JAC 24,2012-11-25,43.5,under,45.0,under,43,2012_12_TEN_JAX
ATL 24 @ TB 23,2012-11-25,48.0,under,50.5,under,47,2012_12_ATL_TB
SEA 21 @ MIA 24,2012-11-25,38.0,over,37.5,over,45,2012_12_SEA_MIA
DEN 17 @ KC 9,2012-11-25,44.0,under,41.5,under,26,2012_12_DEN_KC
BAL 16 @ SD 13,2012-11-25,47.0,under,46.5,under,29,2012_12_BAL_SD
SF 31 @ NO 21,2012-11-25,48.0,over,50.0,over,52,2012_12_SF_NO
STL 31 @ ARI 17,2012-11-25,37.5,over,36.0,over,48,2012_12_STL_ARI
GB 10 @ NYG 38,2012-11-25,49.0,under,50.0,under,48,2012_12_GB_NYG
CAR 30 @ PHI 22,2012-11-26,41.0,over,41.5,over,52,2012_12_CAR_PHI
GB 27 @ DET 15,2011-11-24,55.5,under,55.0,under,42,2011_12_GB_DET
MIA 19 @ DAL 20,2011-11-24,44.0,under,45.5,under,39,2011_12_MIA_DAL
SF 6 @ BAL 16,2011-11-24,39.0,under,40.0,under,22,2011_12_SF_BAL
BUF 24 @ NYJ 28,2011-11-27,43.0,over,42.5,over,52,2011_12_BUF_NYJ
CLE 20 @ CIN 23,2011-11-27,36.0,over,38.5,over,43,2011_12_CLE_CIN
HOU 20 @ JAC 13,2011-11-27,39.5,under,37.0,under,33,2011_12_HOU_JAX
CAR 27 @ IND 19,2011-11-27,43.5,over,46.5,under,46,2011_12_CAR_IND
TB 17 @ TEN 23,2011-11-27,42.0,under,43.5,under,40,2011_12_TB_TEN
CHI 20 @ OAK 25,2011-11-27,45.5,under,40.5,over,45,2011_12_CHI_OAK
WAS 23 @ SEA 17,2011-11-27,37.5,over,37.0,over,40,2011_12_WAS_SEA
DEN 16 @ SD 13,2011-11-27,44.5,under,42.0,under,29,2011_12_DEN_SD
NE 38 @ PHI 20,2011-11-27,50.5,over,50.5,over,58,2011_12_NE_PHI
ARI 23 @ STL 20,2011-11-27,39.5,over,40.0,over,43,2011_12_ARI_STL
MIN 14 @ ATL 24,2011-11-27,44.5,under,44.0,under,38,2011_12_MIN_ATL
PIT 13 @ KC 9,2011-11-27,39.5,under,41.0,under,22,2011_12_PIT_KC
NYG 24 @ NO 49,2011-11-28,51.5,over,51.0,over,73,2011_12_NYG_NO
NE 45 @ DET 24,2010-11-25,51.0,over,50.5,over,69,2010_12_NE_DET
NO 30 @ DAL 27,2010-11-25,50.5,over,48.0,over,57,2010_12_NO_DAL
CIN 10 @ NYJ 26,2010-11-25,43.5,under,43.0,under,36,2010_12_CIN_NYJ
MIN 17 @ WAS 13,2010-11-28,43.0,under,43.5,under,30,2010_12_MIN_WAS
PIT 19 @ BUF 16,2010-11-28,42.0,under,43.5,under,35,2010_12_PIT_BUF
TEN 0 @ HOU 20,2010-11-28,45.5,under,46.5,under,20,2010_12_TEN_HOU
JAC 20 @ NYG 24,2010-11-28,45.5,under,42.5,over,44,2010_12_JAX_NYG
CAR 23 @ CLE 24,2010-11-28,38.0,over,37.5,over,47,2010_12_CAR_CLE
GB 17 @ ATL 20,2010-11-28,47.5,under,47.5,under,37,2010_12_GB_ATL
MIA 33 @ OAK 17,2010-11-28,38.0,over,38.0,over,50,2010_12_MIA_OAK
KC 42 @ SEA 24,2010-11-28,43.0,over,45.0,over,66,2010_12_KC_SEA
TB 10 @ BAL 17,2010-11-28,40.5,under,41.0,under,27,2010_12_TB_BAL
PHI 26 @ CHI 31,2010-11-28,41.5,over,41.5,over,57,2010_12_PHI_CHI
STL 36 @ DEN 33,2010-11-28,44.0,over,46.5,over,69,2010_12_STL_DEN
SD 36 @ IND 14,2010-11-28,51.5,under,50.0,push,50,2010_12_SD_IND
SF 27 @ ARI 6,2010-11-29,39.5,under,41.5,under,33,2010_12_SF_ARI
GB 34 @ DET 12,2009-11-26,47.5,under,48.0,under,46,2009_12_GB_DET
OAK 7 @ DAL 24,2009-11-26,40.5,under,40.5,under,31,2009_12_OAK_DAL
NYG 6 @ DEN 26,2009-11-26,42.0,under,43.5,under,32,2009_12_NYG_DEN
IND 35 @ HOU 27,2009-11-29,48.5,over,48.0,over,62,2009_12_IND_HOU
CLE 7 @ CIN 16,2009-11-29,37.5,under,39.5,under,23,2009_12_CLE_CIN
WAS 24 @ PHI 27,2009-11-29,41.0,over,40.5,over,51,2009_12_WAS_PHI
MIA 14 @ BUF 31,2009-11-29,39.0,over,38.0,over,45,2009_12_MIA_BUF
SEA 27 @ STL 17,2009-11-29,42.0,over,42.5,over,44,2009_12_SEA_STL
TB 17 @ ATL 20,2009-11-29,46.0,under,46.0,under,37,2009_12_TB_ATL
CAR 6 @ NYJ 17,2009-11-29,41.5,under,41.0,under,23,2009_12_CAR_NYJ
JAC 3 @ SF 20,2009-11-29,41.5,under,42.5,under,23,2009_12_JAX_SF
KC 14 @ SD 43,2009-11-29,45.0,over,44.5,over,57,2009_12_KC_SD
CHI 10 @ MIN 36,2009-11-29,47.0,under,47.0,under,46,2009_12_CHI_MIN
ARI 17 @ TEN 20,2009-11-29,47.0,under,44.5,under,37,2009_12_ARI_TEN
PIT 17 @ BAL 20,2009-11-29,35.0,over,35.0,over,37,2009_12_PIT_BAL
NE 17 @ NO 38,2009-11-30,55.5,under,57.0,under,55,2009_12_NE_NO
CIN 10 @ PIT 27,2008-11-20,36.5,over,34.5,over,37,2008_12_CIN_PIT
HOU 16 @ CLE 6,2008-11-23,48.5,under,49.5,under,22,2008_12_HOU_CLE
BUF 54 @ KC 31,2008-11-23,43.5,over,43.0,over,85,2008_12_BUF_KC
NYJ 34 @ TEN 13,2008-11-23,40.0,over,41.0,over,47,2008_12_NYJ_TEN
NE 48 @ MIA 28,2008-11-23,42.0,over,42.5,over,76,2008_12_NE_MIA
SF 22 @ DAL 35,2008-11-23,47.5,over,45.5,over,57,2008_12_SF_DAL
TB 38 @ DET 20,2008-11-23,41.5,over,42.0,over,58,2008_12_TB_DET
PHI 7 @ BAL 36,2008-11-23,39.0,over,39.5,over,43,2008_12_PHI_BAL
CHI 27 @ STL 3,2008-11-23,43.0,under,44.5,under,30,2008_12_CHI_STL
MIN 30 @ JAC 12,2008-11-23,39.5,over,41.5,over,42,2008_12_MIN_JAX
OAK 31 @ DEN 10,2008-11-23,43.0,under,43.5,under,41,2008_12_OAK_DEN
CAR 28 @ ATL 45,2008-11-23,41.5,over,41.0,over,73,2008_12_CAR_ATL
WAS 20 @ SEA 17,2008-11-23,41.0,under,40.0,under,37,2008_12_WAS_SEA
NYG 37 @ ARI 29,2008-11-23,47.5,over,48.0,over,66,2008_12_NYG_ARI
IND 23 @ SD 20,2008-11-23,50.5,under,48.5,under,43,2008_12_IND_SD
GB 29 @ NO 51,2008-11-24,53.0,over,51.5,over,80,2008_12_GB_NO
GB 37 @ DET 26,2007-11-22,47.5,over,46.5,over,63,2007_12_GB_DET
NYJ 3 @ DAL 34,2007-11-22,48.0,under,47.5,under,37,2007_12_NYJ_DAL
IND 31 @ ATL 13,2007-11-22,42.0,over,41.0,over,44,2007_12_IND_ATL
TEN 6 @ CIN 35,2007-11-25,47.0,under,47.0,under,41,2007_12_TEN_CIN
BUF 14 @ JAC 36,2007-11-25,36.0,over,37.0,over,50,2007_12_BUF_JAX
OAK 20 @ KC 17,2007-11-25,34.5,over,34.5,over,37,2007_12_OAK_KC
HOU 17 @ CLE 27,2007-11-25,52.0,under,52.0,under,44,2007_12_HOU_CLE
SEA 24 @ STL 19,2007-11-25,44.5,under,45.5,under,43,2007_12_SEA_STL
MIN 41 @ NYG 17,2007-11-25,41.0,over,40.0,over,58,2007_12_MIN_NYG
NO 31 @ CAR 6,2007-11-25,41.0,under,42.0,under,37,2007_12_NO_CAR
WAS 13 @ TB 19,2007-11-25,36.5,under,38.0,under,32,2007_12_WAS_TB
SF 37 @ ARI 31,2007-11-25,38.0,over,37.5,over,68,2007_12_SF_ARI
DEN 34 @ CHI 37,2007-11-25,41.0,over,42.5,over,71,2007_12_DEN_CHI
BAL 14 @ SD 32,2007-11-25,38.5,over,38.5,over,46,2007_12_BAL_SD
PHI 28 @ NE 31,2007-11-25,50.0,over,51.0,over,59,2007_12_PHI_NE
MIA 0 @ PIT 3,2007-11-26,43.0,under,37.5,under,3,2007_12_MIA_PIT
CHI 24 @ DET 20,2019-11-28,38.5,over,37.5,over,44,2019_13_CHI_DET
BUF 26 @ DAL 15,2019-11-28,44.5,under,46.5,under,41,2019_13_BUF_DAL
NO 26 @ ATL 18,2019-11-28,50.0,under,48.0,under,44,2019_13_NO_ATL
GB 31 @ NYG 13,2019-12-01,46.0,under,43.5,over,44,2019_13_GB_NYG
NYJ 6 @ CIN 22,2019-12-01,39.5,under,43.0,under,28,2019_13_NYJ_CIN
OAK 9 @ KC 40,2019-12-01,54.5,under,49.5,under,49,2019_13_OAK_KC
PHI 31 @ MIA 37,2019-12-01,46.0,over,45.0,over,68,2019_13_PHI_MIA
SF 17 @ BAL 20,2019-12-01,46.0,under,45.0,under,37,2019_13_SF_BAL
TB 28 @ JAC 11,2019-12-01,49.0,under,46.5,under,39,2019_13_TB_JAX
TEN 31 @ IND 17,2019-12-01,43.0,over,41.5,over,48,2019_13_TEN_IND
WAS 29 @ CAR 21,2019-12-01,40.5,over,38.5,over,50,2019_13_WAS_CAR
LAR 34 @ ARI 7,2019-12-01,46.0,under,47.0,under,41,2019_13_LA_ARI
CLE 13 @ PIT 20,2019-12-01,40.0,under,40.0,under,33,2019_13_CLE_PIT
LAC 20 @ DEN 23,2019-12-01,38.5,over,39.0,over,43,2019_13_LAC_DEN
NE 22 @ HOU 28,2019-12-01,45.0,over,47.0,over,50,2019_13_NE_HOU
MIN 30 @ SEA 34,2019-12-02,48.5,over,48.0,over,64,2019_13_MIN_SEA
NO 10 @ DAL 13,2018-11-29,53.5,under,51.5,under,23,2018_13_NO_DAL
DEN 24 @ CIN 10,2018-12-02,42.5,under,45.0,under,34,2018_13_DEN_CIN
ARI 20 @ GB 17,2018-12-02,45.0,under,41.0,under,37,2018_13_ARI_GB
BAL 26 @ ATL 16,2018-12-02,49.0,under,46.5,under,42,2018_13_BAL_ATL
BUF 17 @ MIA 21,2018-12-02,40.5,under,40.0,under,38,2018_13_BUF_MIA
CAR 17 @ TB 24,2018-12-02,56.0,under,52.0,under,41,2018_13_CAR_TB
CHI 27 @ NYG 30,2018-12-02,45.0,over,44.0,over,57,2018_13_CHI_NYG
CLE 13 @ HOU 29,2018-12-02,48.0,under,47.5,under,42,2018_13_CLE_HOU
IND 0 @ JAC 6,2018-12-02,47.5,under,45.5,under,6,2018_13_IND_JAX
LAC 33 @ PIT 30,2018-12-02,52.5,over,53.5,over,63,2018_13_LAC_PIT
LAR 30 @ DET 16,2018-12-02,54.5,under,54.0,under,46,2018_13_LA_DET
KC 40 @ OAK 33,2018-12-02,56.0,over,53.5,over,73,2018_13_KC_OAK
NYJ 22 @ TEN 26,2018-12-02,40.5,over,40.5,over,48,2018_13_NYJ_TEN
MIN 10 @ NE 24,2018-12-02,48.5,under,50.0,under,34,2018_13_MIN_NE
SF 16 @ SEA 43,2018-12-02,46.0,over,45.5,over,59,2018_13_SF_SEA
WAS 13 @ PHI 28,2018-12-03,44.0,under,45.0,under,41,2018_13_WAS_PHI
WAS 14 @ DAL 38,2017-11-30,44.5,over,47.0,over,52,2017_13_WAS_DAL
TB 20 @ GB 26,2017-12-03,44.0,over,45.0,over,46,2017_13_TB_GB
IND 10 @ JAC 30,2017-12-03,40.5,under,41.0,under,40,2017_13_IND_JAX
DEN 9 @ MIA 35,2017-12-03,38.0,over,41.0,over,44,2017_13_DEN_MIA
