game_detail,date,opening_total_line,opening_result,closing_total_line,closing_result,game_total,game_id
ATL 28 @ MIN 41,2014-09-28,46.5,over,48.0,over,69,2014_04_ATL_MIN
PHI 21 @ SF 26,2014-09-28,51.0,under,48.5,under,47,2014_04_PHI_SF
NO 17 @ DAL 38,2014-09-28,53.0,over,53.5,over,55,2014_04_NO_DAL
NE 14 @ KC 41,2014-09-29,45.0,over,47.0,over,55,2014_04_NE_KC
SF 35 @ STL 11,2013-09-26,44.0,over,43.0,over,46,2013_04_SF_STL
BAL 20 @ BUF 23,2013-09-29,44.0,under,45.0,under,43,2013_04_BAL_BUF
ARI 13 @ TB 10,2013-09-29,40.5,under,40.0,under,23,2013_04_ARI_TB
PIT 27 @ MIN 34,2013-09-29,42.0,over,41.5,over,61,2013_04_PIT_MIN
NYG 7 @ KC 31,2013-09-29,44.0,under,43.5,under,38,2013_04_NYG_KC
IND 37 @ JAC 3,2013-09-29,42.0,under,42.5,under,40,2013_04_IND_JAX
SEA 23 @ HOU 20,2013-09-29,45.0,under,41.0,over,43,2013_04_SEA_HOU
CIN 6 @ CLE 17,2013-09-29,41.5,under,42.5,under,23,2013_04_CIN_CLE
CHI 32 @ DET 40,2013-09-29,48.0,over,48.0,over,72,2013_04_CHI_DET
NYJ 13 @ TEN 38,2013-09-29,39.0,over,40.5,over,51,2013_04_NYJ_TEN
WAS 24 @ OAK 14,2013-09-29,43.5,under,45.5,under,38,2013_04_WAS_OAK
PHI 20 @ DEN 52,2013-09-29,57.0,over,57.5,over,72,2013_04_PHI_DEN
DAL 21 @ SD 30,2013-09-29,45.5,over,47.0,over,51,2013_04_DAL_SD
NE 30 @ ATL 23,2013-09-29,49.0,over,49.0,over,53,2013_04_NE_ATL
MIA 17 @ NO 38,2013-09-30,47.0,over,48.5,over,55,2013_04_MIA_NO
CLE 16 @ BAL 23,2012-09-27,45.0,under,44.0,under,39,2012_04_CLE_BAL
CAR 28 @ ATL 30,2012-09-30,49.5,over,48.0,over,58,2012_04_CAR_ATL
SEA 13 @ STL 19,2012-09-30,40.5,under,39.5,under,32,2012_04_SEA_STL
SF 34 @ NYJ 0,2012-09-30,40.5,under,40.5,under,34,2012_04_SF_NYJ
SD 37 @ KC 20,2012-09-30,44.5,over,43.0,over,57,2012_04_SD_KC
TEN 14 @ HOU 38,2012-09-30,44.5,over,44.5,over,52,2012_04_TEN_HOU
MIN 20 @ DET 13,2012-09-30,47.0,under,48.0,under,33,2012_04_MIN_DET
NE 52 @ BUF 28,2012-09-30,50.5,over,48.0,over,80,2012_04_NE_BUF
CIN 27 @ JAC 10,2012-09-30,43.0,under,45.5,under,37,2012_04_CIN_JAX
OAK 6 @ DEN 37,2012-09-30,47.0,under,47.0,under,43,2012_04_OAK_DEN
MIA 21 @ ARI 24,2012-09-30,40.5,over,38.5,over,45,2012_04_MIA_ARI
WAS 24 @ TB 22,2012-09-30,48.0,under,44.5,over,46,2012_04_WAS_TB
NO 27 @ GB 28,2012-09-30,54.0,over,54.0,over,55,2012_04_NO_GB
NYG 17 @ PHI 19,2012-09-30,46.5,under,46.0,under,36,2012_04_NYG_PHI
CHI 34 @ DAL 18,2012-10-01,42.5,over,41.0,over,52,2012_04_CHI_DAL
DET 34 @ DAL 30,2011-10-02,46.5,over,46.0,over,64,2011_04_DET_DAL
NO 23 @ JAC 10,2011-10-02,47.0,under,45.0,under,33,2011_04_NO_JAX
SF 24 @ PHI 23,2011-10-02,44.0,over,43.5,over,47,2011_04_SF_PHI
WAS 17 @ STL 10,2011-10-02,42.5,under,44.0,under,27,2011_04_WAS_STL
TEN 31 @ CLE 13,2011-10-02,37.5,over,37.5,over,44,2011_04_TEN_CLE
BUF 20 @ CIN 23,2011-10-02,44.0,under,41.5,over,43,2011_04_BUF_CIN
MIN 17 @ KC 22,2011-10-02,40.0,under,40.0,under,39,2011_04_MIN_KC
CAR 29 @ CHI 34,2011-10-02,44.0,over,41.5,over,63,2011_04_CAR_CHI
PIT 10 @ HOU 17,2011-10-02,45.5,under,46.0,under,27,2011_04_PIT_HOU
ATL 30 @ SEA 28,2011-10-02,41.0,over,39.5,over,58,2011_04_ATL_SEA
NYG 31 @ ARI 27,2011-10-02,44.5,over,45.5,over,58,2011_04_NYG_ARI
MIA 16 @ SD 26,2011-10-02,46.0,under,45.0,under,42,2011_04_MIA_SD
DEN 23 @ GB 49,2011-10-02,48.0,over,46.5,over,72,2011_04_DEN_GB
NE 31 @ OAK 19,2011-10-02,52.5,under,55.0,under,50,2011_04_NE_OAK
NYJ 17 @ BAL 34,2011-10-02,40.0,over,43.0,over,51,2011_04_NYJ_BAL
IND 17 @ TB 24,2011-10-03,41.5,under,40.0,over,41,2011_04_IND_TB
DEN 26 @ TEN 20,2010-10-03,41.5,over,43.5,over,46,2010_04_DEN_TEN
BAL 17 @ PIT 14,2010-10-03,34.5,under,34.5,under,31,2010_04_BAL_PIT
CIN 20 @ CLE 23,2010-10-03,38.0,over,36.5,over,43,2010_04_CIN_CLE
DET 26 @ GB 28,2010-10-03,45.0,over,46.0,over,54,2010_04_DET_GB
CAR 14 @ NO 16,2010-10-03,45.0,under,43.5,under,30,2010_04_CAR_NO
SF 14 @ ATL 16,2010-10-03,41.5,under,42.5,under,30,2010_04_SF_ATL
SEA 3 @ STL 20,2010-10-03,38.0,under,40.0,under,23,2010_04_SEA_STL
NYJ 38 @ BUF 14,2010-10-03,36.5,over,36.5,over,52,2010_04_NYJ_BUF
IND 28 @ JAC 31,2010-10-03,46.5,over,45.5,over,59,2010_04_IND_JAX
HOU 31 @ OAK 24,2010-10-03,43.0,over,43.5,over,55,2010_04_HOU_OAK
ARI 10 @ SD 41,2010-10-03,46.0,over,47.0,over,51,2010_04_ARI_SD
WAS 17 @ PHI 12,2010-10-03,43.0,under,44.0,under,29,2010_04_WAS_PHI
CHI 3 @ NYG 17,2010-10-03,42.5,under,44.0,under,20,2010_04_CHI_NYG
NE 41 @ MIA 14,2010-10-04,46.0,over,48.0,over,55,2010_04_NE_MIA
OAK 6 @ HOU 29,2009-10-04,42.5,under,42.5,under,35,2009_04_OAK_HOU
BAL 21 @ NE 27,2009-10-04,44.0,over,45.5,over,48,2009_04_BAL_NE
CIN 23 @ CLE 20,2009-10-04,38.5,over,37.5,over,43,2009_04_CIN_CLE
NYG 27 @ KC 16,2009-10-04,42.5,over,43.0,push,43,2009_04_NYG_KC
DET 24 @ CHI 48,2009-10-04,38.0,over,43.0,over,72,2009_04_DET_CHI
TB 13 @ WAS 16,2009-10-04,37.5,under,36.5,under,29,2009_04_TB_WAS
SEA 17 @ IND 34,2009-10-04,44.0,over,43.5,over,51,2009_04_SEA_IND
TEN 17 @ JAC 37,2009-10-04,41.0,over,42.0,over,54,2009_04_TEN_JAX
NYJ 10 @ NO 24,2009-10-04,47.5,under,47.0,under,34,2009_04_NYJ_NO
BUF 10 @ MIA 38,2009-10-04,37.5,over,37.5,over,48,2009_04_BUF_MIA
STL 0 @ SF 35,2009-10-04,38.0,under,36.5,under,35,2009_04_STL_SF
DAL 10 @ DEN 17,2009-10-04,43.5,under,43.5,under,27,2009_04_DAL_DEN
SD 28 @ PIT 38,2009-10-04,41.0,over,43.0,over,66,2009_04_SD_PIT
GB 23 @ MIN 30,2009-10-05,46.5,over,46.0,over,53,2009_04_GB_MIN
DEN 19 @ KC 33,2008-09-28,47.0,over,47.0,over,52,2008_04_DEN_KC
CLE 20 @ CIN 12,2008-09-28,42.5,under,42.0,under,32,2008_04_CLE_CIN
HOU 27 @ JAC 30,2008-09-28,40.0,over,43.0,over,57,2008_04_HOU_JAX
ARI 35 @ NYJ 56,2008-09-28,45.0,over,43.5,over,91,2008_04_ARI_NYJ
SF 17 @ NO 31,2008-09-28,50.0,under,48.0,push,48,2008_04_SF_NO
ATL 9 @ CAR 24,2008-09-28,39.0,under,38.5,under,33,2008_04_ATL_CAR
MIN 17 @ TEN 30,2008-09-28,37.0,over,35.0,over,47,2008_04_MIN_TEN
GB 21 @ TB 30,2008-09-28,42.0,over,43.0,over,51,2008_04_GB_TB
BUF 31 @ STL 14,2008-09-28,42.0,over,43.5,over,45,2008_04_BUF_STL
SD 28 @ OAK 18,2008-09-28,46.0,push,45.5,over,46,2008_04_SD_OAK
WAS 26 @ DAL 24,2008-09-28,47.0,over,46.5,over,50,2008_04_WAS_DAL
PHI 20 @ CHI 24,2008-09-28,41.0,over,39.0,over,44,2008_04_PHI_CHI
BAL 20 @ PIT 23,2008-09-29,34.5,over,34.5,over,43,2008_04_BAL_PIT
OAK 35 @ MIA 17,2007-09-30,39.5,over,40.0,over,52,2007_04_OAK_MIA
HOU 16 @ ATL 26,2007-09-30,39.5,over,39.0,over,42,2007_04_HOU_ATL
BAL 13 @ CLE 27,2007-09-30,38.0,over,40.0,push,40,2007_04_BAL_CLE
CHI 27 @ DET 37,2007-09-30,44.0,over,46.0,over,64,2007_04_CHI_DET
GB 23 @ MIN 16,2007-09-30,39.5,under,38.0,over,39,2007_04_GB_MIN
STL 7 @ DAL 35,2007-09-30,45.0,under,47.0,under,42,2007_04_STL_DAL
NYJ 14 @ BUF 17,2007-09-30,37.0,under,37.5,under,31,2007_04_NYJ_BUF
TB 20 @ CAR 7,2007-09-30,39.5,under,39.0,under,27,2007_04_TB_CAR
SEA 23 @ SF 3,2007-09-30,41.5,under,40.5,under,26,2007_04_SEA_SF
PIT 14 @ ARI 21,2007-09-30,41.0,under,42.5,under,35,2007_04_PIT_ARI
KC 30 @ SD 16,2007-09-30,40.0,over,38.5,over,46,2007_04_KC_SD
DEN 20 @ IND 38,2007-09-30,46.5,over,46.0,over,58,2007_04_DEN_IND
PHI 3 @ NYG 16,2007-09-30,48.0,under,47.5,under,19,2007_04_PHI_NYG
NE 34 @ CIN 13,2007-10-01,52.0,under,54.0,under,47,2007_04_NE_CIN
LAR 29 @ SEA 30,2019-10-03,49.0,over,49.0,over,59,2019_05_LA_SEA
ARI 26 @ CIN 23,2019-10-06,48.0,over,45.0,over,49,2019_05_ARI_CIN
ATL 32 @ HOU 53,2019-10-06,49.0,over,49.0,over,85,2019_05_ATL_HOU
BAL 26 @ PIT 23,2019-10-06,42.5,over,44.0,over,49,2019_05_BAL_PIT
BUF 14 @ TEN 7,2019-10-06,38.5,under,39.5,under,21,2019_05_BUF_TEN
CHI 21 @ OAK 24,2019-10-06,41.5,over,39.5,over,45,2019_05_CHI_OAK
JAC 27 @ CAR 34,2019-10-06,41.0,over,41.0,over,61,2019_05_JAX_CAR
MIN 28 @ NYG 10,2019-10-06,44.5,under,44.0,under,38,2019_05_MIN_NYG
NE 33 @ WAS 7,2019-10-06,45.5,under,42.0,under,40,2019_05_NE_WAS
NYJ 6 @ PHI 31,2019-10-06,44.5,under,43.0,under,37,2019_05_NYJ_PHI
TB 24 @ NO 31,2019-10-06,47.5,over,46.0,over,55,2019_05_TB_NO
DEN 20 @ LAC 13,2019-10-06,44.0,under,46.0,under,33,2019_05_DEN_LAC
GB 34 @ DAL 24,2019-10-06,47.0,over,46.5,over,58,2019_05_GB_DAL
IND 19 @ KC 13,2019-10-06,57.0,under,55.5,under,32,2019_05_IND_KC
CLE 3 @ SF 31,2019-10-07,47.5,under,47.5,under,34,2019_05_CLE_SF
IND 24 @ NE 38,2018-10-04,53.0,over,49.5,over,62,2018_05_IND_NE
MIA 17 @ CIN 27,2018-10-07,50.0,under,47.5,under,44,2018_05_MIA_CIN
ATL 17 @ PIT 41,2018-10-07,56.5,over,57.0,over,58,2018_05_ATL_PIT
BAL 9 @ CLE 12,2018-10-07,47.0,under,44.5,under,21,2018_05_BAL_CLE
DEN 16 @ NYJ 34,2018-10-07,42.5,over,42.0,over,50,2018_05_DEN_NYJ
GB 23 @ DET 31,2018-10-07,51.0,over,50.0,over,54,2018_05_GB_DET
JAC 14 @ KC 39,2018-10-07,49.0,over,48.0,over,53,2018_05_JAX_KC
NYG 31 @ CAR 33,2018-10-07,44.0,over,43.5,over,64,2018_05_NYG_CAR
TEN 12 @ BUF 13,2018-10-07,39.5,under,38.0,under,25,2018_05_TEN_BUF
OAK 10 @ LAC 26,2018-10-07,52.0,under,52.0,under,36,2018_05_OAK_LAC
ARI 28 @ SF 18,2018-10-07,41.0,over,40.5,over,46,2018_05_ARI_SF
LAR 33 @ SEA 31,2018-10-07,49.0,over,50.5,over,64,2018_05_LA_SEA
MIN 23 @ PHI 21,2018-10-07,44.5,under,48.0,under,44,2018_05_MIN_PHI
DAL 16 @ HOU 19,2018-10-07,45.0,under,45.0,under,35,2018_05_DAL_HOU
WAS 19 @ NO 43,2018-10-08,52.0,over,51.5,over,62,2018_05_WAS_NO
NE 19 @ TB 14,2017-10-05,54.0,under,54.5,under,33,2017_05_NE_TB
TEN 10 @ MIA 16,2017-10-08,43.5,under,41.5,under,26,2017_05_TEN_MIA
LAC 27 @ NYG 22,2017-10-08,44.5,over,45.5,over,49,2017_05_LAC_NYG
BUF 16 @ CIN 20,2017-10-08,39.0,under,39.0,under,36,2017_05_BUF_CIN
JAC 30 @ PIT 9,2017-10-08,44.5,under,41.0,under,39,2017_05_JAX_PIT
ARI 7 @ PHI 34,2017-10-08,45.0,under,45.0,under,41,2017_05_ARI_PHI
NYJ 17 @ CLE 14,2017-10-08,39.0,under,41.5,under,31,2017_05_NYJ_CLE
CAR 27 @ DET 24,2017-10-08,43.5,over,42.0,over,51,2017_05_CAR_DET
SF 23 @ IND 26,2017-10-08,43.0,over,43.5,over,49,2017_05_SF_IND
SEA 16 @ LAR 10,2017-10-08,46.0,under,46.5,under,26,2017_05_SEA_LA
BAL 30 @ OAK 17,2017-10-08,40.0,over,40.5,over,47,2017_05_BAL_OAK
GB 35 @ DAL 31,2017-10-08,52.5,over,52.0,over,66,2017_05_GB_DAL
KC 42 @ HOU 34,2017-10-08,47.0,over,45.0,over,76,2017_05_KC_HOU
MIN 20 @ CHI 17,2017-10-09,40.5,under,41.0,under,37,2017_05_MIN_CHI
ARI 33 @ SF 21,2016-10-06,42.5,over,42.5,over,54,2016_05_ARI_SF
WAS 16 @ BAL 10,2016-10-09,46.5,under,44.5,under,26,2016_05_WAS_BAL
TEN 30 @ MIA 17,2016-10-09,44.5,over,44.5,over,47,2016_05_TEN_MIA
HOU 13 @ MIN 31,2016-10-09,40.0,over,39.0,over,44,2016_05_HOU_MIN
CHI 23 @ IND 29,2016-10-09,46.0,over,47.5,over,52,2016_05_CHI_IND
NYJ 13 @ PIT 31,2016-10-09,48.5,under,50.0,under,44,2016_05_NYJ_PIT
PHI 23 @ DET 24,2016-10-09,46.0,over,46.0,over,47,2016_05_PHI_DET
NE 33 @ CLE 13,2016-10-09,46.5,under,47.5,under,46,2016_05_NE_CLE
ATL 23 @ DEN 16,2016-10-09,47.0,under,44.5,under,39,2016_05_ATL_DEN
SD 31 @ OAK 34,2016-10-09,52.5,over,50.5,over,65,2016_05_SD_OAK
BUF 30 @ LA 19,2016-10-09,40.0,over,41.5,over,49,2016_05_BUF_LA
CIN 14 @ DAL 28,2016-10-09,45.0,under,46.0,under,42,2016_05_CIN_DAL
NYG 16 @ GB 23,2016-10-09,48.0,under,49.0,under,39,2016_05_NYG_GB
TB 17 @ CAR 14,2016-10-10,45.5,under,46.5,under,31,2016_05_TB_CAR
IND 27 @ HOU 20,2015-10-08,44.5,over,40.5,over,47,2015_05_IND_HOU
CLE 33 @ BAL 30,2015-10-11,44.0,over,43.0,over,63,2015_05_CLE_BAL
STL 10 @ GB 24,2015-10-11,47.5,under,45.0,under,34,2015_05_STL_GB
BUF 14 @ TEN 13,2015-10-11,44.5,under,43.0,under,27,2015_05_BUF_TEN
NO 17 @ PHI 39,2015-10-11,48.0,over,49.5,over,56,2015_05_NO_PHI
WAS 19 @ ATL 25,2015-10-11,47.5,under,48.5,under,44,2015_05_WAS_ATL
SEA 24 @ CIN 27,2015-10-11,44.0,over,44.5,over,51,2015_05_SEA_CIN
CHI 18 @ KC 17,2015-10-11,47.0,under,44.0,under,35,2015_05_CHI_KC
JAC 31 @ TB 38,2015-10-11,43.0,over,41.0,over,69,2015_05_JAX_TB
ARI 42 @ DET 17,2015-10-11,44.5,over,46.0,over,59,2015_05_ARI_DET
NE 30 @ DAL 6,2015-10-11,49.0,under,51.0,under,36,2015_05_NE_DAL
DEN 16 @ OAK 10,2015-10-11,43.5,under,44.5,under,26,2015_05_DEN_OAK
SF 27 @ NYG 30,2015-10-11,43.0,over,43.5,over,57,2015_05_SF_NYG
PIT 24 @ SD 20,2015-10-12,44.5,under,45.5,under,44,2015_05_PIT_SD
MIN 10 @ GB 42,2014-10-02,50.0,over,46.5,over,52,2014_05_MIN_GB
CHI 24 @ CAR 31,2014-10-05,45.5,over,46.5,over,55,2014_05_CHI_CAR
CLE 29 @ TEN 28,2014-10-05,44.5,over,44.5,over,57,2014_05_CLE_TEN
STL 28 @ PHI 34,2014-10-05,48.5,over,48.0,over,62,2014_05_STL_PHI
ATL 20 @ NYG 30,2014-10-05,49.0,over,50.5,under,50,2014_05_ATL_NYG
TB 31 @ NO 37,2014-10-05,49.0,over,47.5,over,68,2014_05_TB_NO
HOU 17 @ DAL 20,2014-10-05,46.0,under,47.5,under,37,2014_05_HOU_DAL
BUF 17 @ DET 14,2014-10-05,44.5,under,43.0,under,31,2014_05_BUF_DET
BAL 13 @ IND 20,2014-10-05,47.5,under,49.5,under,33,2014_05_BAL_IND
PIT 17 @ JAC 9,2014-10-05,46.0,under,47.0,under,26,2014_05_PIT_JAX
ARI 20 @ DEN 41,2014-10-05,49.0,over,47.0,over,61,2014_05_ARI_DEN
KC 17 @ SF 22,2014-10-05,44.5,under,43.5,under,39,2014_05_KC_SF
NYJ 0 @ SD 31,2014-10-05,43.5,under,44.5,under,31,2014_05_NYJ_SD
CIN 17 @ NE 43,2014-10-05,45.5,over,46.0,over,60,2014_05_CIN_NE
SEA 27 @ WAS 17,2014-10-06,45.5,under,46.0,under,44,2014_05_SEA_WAS
BUF 24 @ CLE 37,2013-10-03,41.0,over,40.5,over,61,2013_05_BUF_CLE
BAL 26 @ MIA 23,2013-10-06,42.5,over,42.5,over,49,2013_05_BAL_MIA
JAC 20 @ STL 34,2013-10-06,41.5,over,40.5,over,54,2013_05_JAX_STL
KC 26 @ TEN 17,2013-10-06,41.5,over,38.0,over,43,2013_05_KC_TEN
PHI 36 @ NYG 21,2013-10-06,55.5,over,53.5,over,57,2013_05_PHI_NYG
SEA 28 @ IND 34,2013-10-06,43.0,over,43.5,over,62,2013_05_SEA_IND
NO 26 @ CHI 18,2013-10-06,47.5,under,50.5,under,44,2013_05_NO_CHI
NE 6 @ CIN 13,2013-10-06,44.5,under,45.5,under,19,2013_05_NE_CIN
DET 9 @ GB 22,2013-10-06,52.0,under,53.0,under,31,2013_05_DET_GB
CAR 6 @ ARI 22,2013-10-06,42.0,under,41.0,under,28,2013_05_CAR_ARI
DEN 51 @ DAL 48,2013-10-06,55.5,over,56.5,over,99,2013_05_DEN_DAL
SD 17 @ OAK 27,2013-10-06,44.0,push,46.0,under,44,2013_05_SD_OAK
HOU 3 @ SF 34,2013-10-06,42.5,under,43.0,under,37,2013_05_HOU_SF
NYJ 30 @ ATL 28,2013-10-07,44.0,over,45.0,over,58,2013_05_NYJ_ATL
ARI 3 @ STL 17,2012-10-04,38.5,under,37.5,under,20,2012_05_ARI_STL
GB 27 @ IND 30,2012-10-07,48.0,over,49.5,over,57,2012_05_GB_IND
BAL 9 @ KC 6,2012-10-07,45.0,under,46.5,under,15,2012_05_BAL_KC
CLE 27 @ NYG 41,2012-10-07,44.0,over,44.0,over,68,2012_05_CLE_NYG
MIA 17 @ CIN 13,2012-10-07,44.5,under,45.0,under,30,2012_05_MIA_CIN
PHI 14 @ PIT 16,2012-10-07,44.5,under,44.0,under,30,2012_05_PHI_PIT
ATL 24 @ WAS 17,2012-10-07,50.0,under,50.5,under,41,2012_05_ATL_WAS
SEA 16 @ CAR 12,2012-10-07,44.0,under,42.5,under,28,2012_05_SEA_CAR
CHI 41 @ JAC 3,2012-10-07,40.5,over,38.5,over,44,2012_05_CHI_JAX
TEN 7 @ MIN 30,2012-10-07,44.0,under,44.0,under,37,2012_05_TEN_MIN
DEN 21 @ NE 31,2012-10-07,51.5,over,50.5,over,52,2012_05_DEN_NE
BUF 3 @ SF 45,2012-10-07,44.5,over,45.5,over,48,2012_05_BUF_SF
SD 24 @ NO 31,2012-10-07,54.0,over,53.0,over,55,2012_05_SD_NO
HOU 23 @ NYJ 17,2012-10-08,40.5,under,40.5,under,40,2012_05_HOU_NYJ
KC 28 @ IND 24,2011-10-09,38.0,over,37.5,over,52,2011_05_KC_IND
ARI 10 @ MIN 34,2011-10-09,43.0,over,44.5,under,44,2011_05_ARI_MIN
PHI 24 @ BUF 31,2011-10-09,48.5,over,52.5,over,55,2011_05_PHI_BUF
OAK 25 @ HOU 20,2011-10-09,48.0,under,47.5,under,45,2011_05_OAK_HOU
NO 30 @ CAR 27,2011-10-09,52.5,over,51.0,over,57,2011_05_NO_CAR
CIN 30 @ JAC 20,2011-10-09,35.5,over,37.0,over,50,2011_05_CIN_JAX
TEN 17 @ PIT 38,2011-10-09,40.0,over,40.0,over,55,2011_05_TEN_PIT
SEA 36 @ NYG 25,2011-10-09,41.5,over,43.5,over,61,2011_05_SEA_NYG
TB 3 @ SF 48,2011-10-09,40.5,over,41.0,over,51,2011_05_TB_SF
NYJ 21 @ NE 30,2011-10-09,50.0,over,50.5,over,51,2011_05_NYJ_NE
SD 29 @ DEN 24,2011-10-09,47.0,over,47.0,over,53,2011_05_SD_DEN
GB 25 @ ATL 14,2011-10-09,53.0,under,53.5,under,39,2011_05_GB_ATL
CHI 13 @ DET 24,2011-10-10,46.5,under,47.0,under,37,2011_05_CHI_DET
DEN 17 @ BAL 31,2010-10-10,39.0,over,39.5,over,48,2010_05_DEN_BAL
JAC 36 @ BUF 26,2010-10-10,40.0,over,41.5,over,62,2010_05_JAX_BUF
KC 9 @ IND 19,2010-10-10,44.0,under,46.5,under,28,2010_05_KC_IND
STL 6 @ DET 44,2010-10-10,42.0,over,43.5,over,50,2010_05_STL_DET
ATL 20 @ CLE 10,2010-10-10,40.5,under,41.5,under,30,2010_05_ATL_CLE
TB 24 @ CIN 21,2010-10-10,38.0,over,38.0,over,45,2010_05_TB_CIN
CHI 23 @ CAR 6,2010-10-10,36.0,under,33.0,under,29,2010_05_CHI_CAR
GB 13 @ WAS 16,2010-10-10,43.5,under,45.5,under,29,2010_05_GB_WAS
NYG 34 @ HOU 10,2010-10-10,48.0,under,48.5,under,44,2010_05_NYG_HOU
NO 20 @ ARI 30,2010-10-10,46.0,over,45.5,over,50,2010_05_NO_ARI
SD 27 @ OAK 35,2010-10-10,44.5,over,44.0,over,62,2010_05_SD_OAK
TEN 34 @ DAL 27,2010-10-10,41.5,over,43.5,over,61,2010_05_TEN_DAL
PHI 27 @ SF 24,2010-10-10,38.0,over,39.5,over,51,2010_05_PHI_SF
MIN 20 @ NYJ 29,2010-10-11,36.5,over,39.5,over,49,2010_05_MIN_NYJ
MIN 38 @ STL 10,2009-10-11,40.0,over,40.5,over,48,2009_05_MIN_STL
DAL 26 @ KC 20,2009-10-11,43.0,over,43.5,over,46,2009_05_DAL_KC
WAS 17 @ CAR 20,2009-10-11,37.5,under,38.0,under,37,2009_05_WAS_CAR
TB 14 @ PHI 33,2009-10-11,43.0,over,41.5,over,47,2009_05_TB_PHI
OAK 7 @ NYG 44,2009-10-11,42.0,over,38.0,over,51,2009_05_OAK_NYG
CLE 6 @ BUF 3,2009-10-11,38.5,under,41.5,under,9,2009_05_CLE_BUF
CIN 17 @ BAL 14,2009-10-11,41.5,under,42.0,under,31,2009_05_CIN_BAL
PIT 28 @ DET 20,2009-10-11,42.0,over,44.0,over,48,2009_05_PIT_DET
ATL 45 @ SF 10,2009-10-11,42.5,over,40.0,over,55,2009_05_ATL_SF
NE 17 @ DEN 20,2009-10-11,43.0,under,41.0,under,37,2009_05_NE_DEN
HOU 21 @ ARI 28,2009-10-11,48.5,over,50.5,under,49,2009_05_HOU_ARI
JAC 0 @ SEA 41,2009-10-11,44.0,under,44.0,under,41,2009_05_JAX_SEA
IND 31 @ TEN 9,2009-10-11,46.0,under,44.0,under,40,2009_05_IND_TEN
NYJ 27 @ MIA 31,2009-10-12,37.0,over,36.0,over,58,2009_05_NYJ_MIA
IND 31 @ HOU 27,2008-10-05,46.0,over,48.0,over,58,2008_05_IND_HOU
TEN 13 @ BAL 10,2008-10-05,35.0,under,33.5,under,23,2008_05_TEN_BAL
SD 10 @ MIA 17,2008-10-05,45.5,under,44.5,under,27,2008_05_SD_MIA
KC 0 @ CAR 34,2008-10-05,37.0,under,38.0,under,34,2008_05_KC_CAR
WAS 23 @ PHI 17,2008-10-05,44.0,under,41.5,under,40,2008_05_WAS_PHI
CHI 34 @ DET 7,2008-10-05,44.5,under,45.5,under,41,2008_05_CHI_DET
ATL 27 @ GB 24,2008-10-05,40.5,over,42.0,over,51,2008_05_ATL_GB
SEA 6 @ NYG 44,2008-10-05,44.0,over,43.5,over,50,2008_05_SEA_NYG
TB 13 @ DEN 16,2008-10-05,48.0,under,47.0,under,29,2008_05_TB_DEN
NE 30 @ SF 21,2008-10-05,42.0,over,41.0,over,51,2008_05_NE_SF
BUF 17 @ ARI 41,2008-10-05,45.0,over,44.5,over,58,2008_05_BUF_ARI
CIN 22 @ DAL 31,2008-10-05,45.5,over,45.5,over,53,2008_05_CIN_DAL
PIT 26 @ JAC 21,2008-10-05,36.0,over,37.5,over,47,2008_05_PIT_JAX
MIN 30 @ NO 27,2008-10-06,47.0,over,47.0,over,57,2008_05_MIN_NO
CAR 16 @ NO 13,2007-10-07,44.5,under,43.0,under,29,2007_05_CAR_NO
JAC 17 @ KC 7,2007-10-07,34.5,under,36.0,under,24,2007_05_JAX_KC
DET 3 @ WAS 34,2007-10-07,45.5,under,44.5,under,37,2007_05_DET_WAS
ATL 13 @ TEN 20,2007-10-07,39.5,under,41.0,under,33,2007_05_ATL_TEN
SEA 0 @ PIT 21,2007-10-07,39.0,under,41.0,under,21,2007_05_SEA_PIT
CLE 17 @ NE 34,2007-10-07,47.5,over,48.0,over,51,2007_05_CLE_NE
ARI 34 @ STL 31,2007-10-07,40.5,over,40.0,over,65,2007_05_ARI_STL
NYJ 24 @ NYG 35,2007-10-07,41.5,over,41.0,over,59,2007_05_NYJ_NYG
MIA 19 @ HOU 22,2007-10-07,42.0,under,43.5,under,41,2007_05_MIA_HOU
TB 14 @ IND 33,2007-10-07,46.5,over,44.5,over,47,2007_05_TB_IND
SD 41 @ DEN 3,2007-10-07,41.5,over,43.0,over,44,2007_05_SD_DEN
BAL 9 @ SF 7,2007-10-07,35.5,under,35.0,under,16,2007_05_BAL_SF
CHI 27 @ GB 20,2007-10-07,41.5,over,40.5,over,47,2007_05_CHI_GB
DAL 25 @ BUF 24,2007-10-08,44.0,over,45.0,over,49,2007_05_DAL_BUF
NYG 14 @ NE 35,2019-10-10,46.0,over,43.0,over,49,2019_06_NYG_NE
CAR 37 @ TB 26,2019-10-13,46.0,over,48.5,over,63,2019_06_CAR_TB
CIN 17 @ BAL 23,2019-10-13,47.5,under,47.0,under,40,2019_06_CIN_BAL
HOU 31 @ KC 24,2019-10-13,55.5,under,54.5,over,55,2019_06_HOU_KC
NO 13 @ JAC 6,2019-10-13,44.0,under,42.5,under,19,2019_06_NO_JAX
PHI 20 @ MIN 38,2019-10-13,44.0,over,44.0,over,58,2019_06_PHI_MIN
SEA 32 @ CLE 28,2019-10-13,47.5,over,45.5,over,60,2019_06_SEA_CLE
WAS 17 @ MIA 16,2019-10-13,41.0,under,42.0,under,33,2019_06_WAS_MIA
